%
% TAO problem file
% Mode         : grid
% File name    : graphic.tao.radial.arff
% Generated at : Fri Nov 24 18:18:51 CET 2000
%

@RELATION TAO_grid

@ATTRIBUTE x     REAL
@ATTRIBUTE y     REAL
@ATTRIBUTE a     REAL
@ATTRIBUTE b     REAL
@ATTRIBUTE c     REAL
@ATTRIBUTE d     REAL
@ATTRIBUTE class {black,white}

@DATA
0.0416667,0.0416667,-0.0547371,-0.0727497,0.0288522,-0.103457,white
0.0416667,0.333333,0.308449,-0.0754811,0.220953,-0.133759,white
0.0416667,0.416667,0.0427493,0.126968,0.00875183,0.0203743,black
0.0416667,0.625,0.200848,-0.341662,0.379041,0.0766212,black
0.0416667,0.875,-0.0718486,0.0885763,-0.579654,0.199267,white
0.0833333,0.25,-0.519372,0.104746,-0.263331,0.248788,white
0.0833333,0.583333,0.130825,-0.0899381,-0.161145,0.436623,black
0.0833333,0.958333,0.198118,-0.382712,0.300907,-0.284405,white
0.125,0.333333,-0.33399,0.12021,-0.225253,0.159728,white
0.166667,0,0.0303504,-0.109099,0.0670601,0.038401,white
0.166667,0.75,-0.0475978,0.0620722,-0.0944331,-0.453681,white
0.166667,0.958333,0.115273,0.286893,0.099149,-0.320826,white
0.208333,0.416667,-0.109153,-0.203497,0.497611,0.0913024,white
0.208333,0.75,0.339842,-0.0242528,0.287751,-0.102406,white
0.25,0.25,0.301376,-0.427016,0.422849,0.0568703,white
0.25,0.541667,0.419192,0.466591,-0.242599,-0.150951,white
0.291667,0,0.0729707,-0.290066,-0.142044,-0.135848,white
0.291667,0.708333,0.280712,-0.11587,0.491671,0.457181,white
0.333333,0.0416667,-0.180134,0.0670998,-0.266278,-0.0374376,white
0.333333,0.541667,0.659139,0.38583,0.0695925,0.0868862,white
0.333333,0.708333,-0.378922,-0.134613,-0.216629,0.00508171,white
0.375,0.291667,-0.0189572,0.00362608,-0.148522,-0.201109,white
0.375,0.875,0.132234,-0.0216596,-0.00246191,0.0502475,white
0.416667,0.0833333,-0.113575,-0.022721,-0.0979816,-0.400638,white
0.416667,0.625,0.282875,-0.62657,-0.183076,-0.0176381,white
0.416667,0.875,-0.217593,-0.127846,-0.184264,0.751105,white
0.458333,0.416667,0.609354,0.130672,-0.550727,0.230699,white
0.458333,0.791667,0.163308,0.241511,-0.0780852,-0.0820169,white
0.5,0.583333,0.131028,-0.0911084,0.175034,0.322607,white
0.5,0.625,0.285171,-0.134297,-0.104075,0.0330469,white
0.541667,0.208333,-0.0262325,-0.0416352,-0.0280106,0.0251019,white
0.541667,0.625,0.394917,-0.089885,0.263068,-0.287568,white
0.583333,0.125,-0.367137,-0.639984,0.32362,-0.0162013,white
0.583333,0.625,-0.202488,-0.516703,0.0163743,0.142475,white
0.625,0.375,0.00245103,-0.0540352,-0.430598,-0.403385,white
0.625,0.583333,-0.0571209,0.469467,0.3691,-0.535455,white
0.666667,0.208333,-0.551626,0.481266,0.283989,-0.125341,white
0.708333,0.166667,0.45866,-0.123016,0.316657,0.091611,white
0.708333,0.416667,-0.236951,-0.00613754,-0.155278,-0.145013,white
0.75,0.208333,0.0485107,0.0249884,0.00151317,-0.0453288,white
0.791667,0.0833333,-0.333466,-0.316258,0.292182,0.397254,white
0.791667,0.333333,0.243711,0.352236,0.0203302,-0.125854,white
0.791667,0.583333,-0.320174,-0.319974,0.00897453,-0.180648,white
0.833333,0.375,-0.373642,0.222346,0.283741,-0.349447,white
0.875,0.166667,-0.236435,0.143532,0.0656155,-0.278576,white
0.916667,0.166667,-0.0926101,0.470615,-0.130116,-0.230204,white
0.958333,0.166667,-0.34263,0.144865,0.322713,0.0564013,white
0,-0.25,-0.285509,-0.633718,0.297712,0.0829399,black
0,-0.625,-0.208402,-0.471666,0.166166,0.0450584,white
0,-1,-0.172596,0.346619,0.032688,-0.0878604,black
0.0416667,-0.75,-0.192862,-0.0931037,-0.0271671,-0.359827,black
0.0833333,-0.125,0.217454,0.206995,-1.22334,0.539396,black
0.0833333,-0.458333,0.272937,-0.357064,-0.195514,-0.2204,white
0.0833333,-0.833333,-0.191224,0.311619,0.0864714,0.378466,black
0.125,-0.458333,0.28522,-0.333318,-0.0190765,-0.077489,white
0.125,-0.666667,0.258981,-0.0681636,-0.0512015,-0.280053,black
0.125,-0.916667,-0.506785,-0.0840783,-0.29827,-0.0166774,black
0.166667,-0.583333,0.0767114,0.438833,-0.260067,0.418538,black
0.208333,-0.25,0.460171,-0.099509,-0.551068,0.108208,black
0.208333,-0.583333,0.18934,-0.142101,-0.0399044,0.00485411,black
0.25,-0.166667,0.516019,0.0946958,-0.297921,-0.0376065,black
0.25,-0.583333,-0.38258,-0.496912,-0.159967,-0.123371,black
0.25,-0.75,0.0741311,-0.107049,-0.202377,-0.0914184,black
0.25,-0.958333,-0.062849,-0.64758,0.260483,0.0862089,white
0.291667,-0.458333,-0.0533284,0.564497,0.355956,0.0555851,black
0.291667,-0.708333,-0.352106,0.248748,0.302514,-0.322679,black
0.333333,-0.625,0.0110455,-0.0607813,0.298369,-0.458389,black
0.333333,-0.791667,-0.0074264,0.100196,0.117441,-0.0891147,black
0.375,0,-0.0903771,-0.0345554,-0.373532,-0.13006,white
0.375,-0.666667,-0.401396,-0.464181,0.0593252,0.276288,black
0.375,-0.875,-0.344393,-0.00587907,-0.0602412,0.237384,white
0.416667,-0.375,-0.0442352,-0.295881,0.466607,-0.141456,black
0.458333,-0.0833333,-0.334822,-0.32816,0.143603,0.227632,white
0.458333,-0.416667,-0.14632,0.225405,-0.134498,0.155195,black
0.458333,-0.75,-0.3812,-0.501761,-0.734624,0.396457,white
0.5,-0.208333,0.128829,-0.17256,-0.0283121,-0.224711,white
0.541667,-0.0833333,-0.242722,-0.00791781,-0.229938,0.0329767,white
0.541667,-0.458333,-0.453988,0.380602,-0.0953263,0.0846577,white
0.583333,-0.0833333,0.583441,-0.166655,-0.286077,-0.215031,white
0.583333,-0.291667,-0.508452,0.153057,-0.308523,-0.185602,white
0.583333,-0.791667,-0.184216,-0.345947,-0.00458846,0.0829336,white
0.625,-0.25,-0.212428,-0.0729958,0.0839978,-0.0845503,white
0.666667,-0.0416667,0.59512,0.163836,-0.337561,-0.743933,white
0.666667,-0.333333,-0.125515,-0.322144,-0.0432424,0.209458,white
0.666667,-0.666667,0.172553,-0.343879,-0.29154,0.143315,white
0.708333,-0.5,-0.763525,0.0462068,-0.151382,-0.146649,white
0.75,-0.0833333,0.112175,-0.0246992,0.0734587,0.024753,white
0.75,-0.5,0.29087,0.00482562,-0.130453,-0.244914,white
0.791667,-0.208333,0.0308856,-0.262707,0.254875,0.097601,white
0.833333,-0.125,0.273428,0.308696,-0.304976,0.0165319,white
0.833333,-0.458333,0.0581165,0.0757782,0.212421,-0.223475,white
0.875,-0.208333,-0.366013,0.0364425,-0.0669532,-0.103875,white
0.916667,-0.333333,0.487656,-0.392758,-0.165999,0.028461,white
0,-0.166667,-0.262983,-0.205668,0.107351,0.4565,black
0,-0.5,0.0362984,0.0706162,0.189381,-0.139398,white
0,-0.625,-1.03893,0.250808,-0.636951,-0.344853,white
-0.0416667,-0.0833333,-0.0448986,0.189165,0.0101376,-0.188847,black
-0.0416667,-0.208333,-0.344629,0.307152,0.247178,-0.281848,black
-0.0416667,-0.958333,-0.110931,0.0754381,-0.0494125,-0.414311,black
-0.0833333,-0.5,0.429666,-0.348116,-0.151426,0.0356576,white
-0.0833333,-0.916667,-0.428404,-0.00286401,-0.19377,-0.0727189,black
-0.125,-0.125,-0.0574505,0.262862,-0.0118564,0.696075,black
-0.125,-0.666667,0.381708,-0.0838621,0.0173303,0.201558,black
-0.166667,-0.375,0.379477,0.236808,0.0332985,0.0746321,black
-0.166667,-0.708333,-0.141848,0.359197,0.375212,-0.115737,black
-0.208333,-0.25,0.0219294,0.314129,-0.118226,-0.0288107,black
-0.208333,-0.541667,-0.147405,-0.00401389,0.154265,-0.172442,black
-0.208333,-0.958333,0.04254,0.296624,-0.120319,-0.250906,black
-0.25,-0.5,0.239395,-0.525982,0.514591,0.29069,black
-0.25,-0.625,0.345191,0.0134976,-0.0865749,0.386813,black
-0.291667,-0.0416667,-0.330627,-0.488453,-0.0702411,-0.569455,black
-0.291667,-0.791667,-0.50992,-0.248471,0.0904588,-0.298584,black
-0.333333,-0.25,0.22766,-0.281898,-0.0392026,-0.135593,black
-0.333333,-0.458333,-0.473367,0.381883,-0.293172,-0.0653498,black
-0.375,-0.0833333,-0.132461,-0.115073,-0.098382,-0.229383,black
-0.375,-0.166667,-0.0864244,-0.475607,-0.160438,-0.212363,black
-0.375,-0.791667,-0.010662,0.109951,-0.42636,-0.0634726,black
-0.416667,-0.0833333,0.117646,-0.179508,-0.513673,-0.226586,black
-0.416667,-0.666667,0.151765,0.413656,-0.292018,0.0277229,black
-0.458333,-0.0416667,-0.00291295,-0.0402988,-0.552632,0.223628,black
-0.458333,-0.708333,-0.144973,-0.229062,0.486834,0.0367563,black
-0.458333,-0.833333,-0.300694,0.154138,0.308146,-0.198609,black
-0.5,-0.541667,0.314552,-0.439371,-0.205626,0.17032,black
-0.541667,-0.166667,-0.521446,-0.436948,-0.237069,0.0548599,black
-0.541667,-0.375,-0.324129,0.111267,0.0802148,0.461464,black
-0.541667,-0.791667,0.0188504,-0.451143,-0.286524,-0.34816,black
-0.583333,-0.208333,0.00274191,0.11015,0.05994,-0.0958954,black
-0.583333,-0.75,0.0517144,-0.21799,-0.0480882,0.207482,black
-0.625,-0.25,-0.208049,0.358649,-0.0121961,0.0730616,black
-0.666667,-0.166667,0.0340619,0.108533,-0.219934,-0.139639,black
-0.666667,-0.541667,0.0527835,-0.232243,0.208895,-0.287182,black
-0.708333,-0.166667,0.0642875,0.372927,-0.329377,-0.362243,black
-0.708333,-0.458333,-0.345578,0.00434673,-0.0547978,-0.150293,black
-0.75,-0.166667,0.0164956,0.0413019,-0.665307,0.551016,black
-0.791667,-0.0833333,0.216831,0.142792,0.275319,0.153236,black
-0.791667,-0.541667,0.266712,0.251294,-0.0750658,-0.252637,black
-0.833333,0,-0.290172,0.0308251,0.202777,0.129041,black
-0.875,-0.0416667,0.0497995,0.295064,-0.0610839,-0.25613,black
-0.875,-0.458333,0.0105592,-0.273883,-0.324845,-0.181846,black
-0.916667,-0.291667,-0.204519,-0.070104,0.0242314,0.0987728,black
